x,y,z,protein_coulomb,protein_lennard_jones,ligand_coulomb,ligand_lennard_jones
-12.681000328063963,3.660999679565431,0.47799987792968857,-6052.868123763474,943.229662127958,-105.4266719851201,-0.00851418769670076
-12.681000328063963,4.460999679565431,4.477999877929689,-6218.267654233865,26.029263329453368,-110.59344199894323,-0.0018955532534125211
-12.681000328063963,4.460999679565431,5.277999877929688,-6290.1653431041395,8.226075965499339,-112.37913522757322,-0.001404305396690583
-12.681000328063963,5.260999679565431,5.277999877929688,-6338.803036950092,90.97696236654588,-113.5677524595567,-0.001431808516905914
-11.881000328063962,2.860999679565431,5.277999877929688,-6014.626096735238,1253.7132067878322,-105.53151252617016,-0.0017430669127556514
-11.881000328063962,3.660999679565431,0.47799987792968857,-5830.81883900172,1775.400068328545,-99.677434131474,-0.01931574141497306
-11.881000328063962,3.660999679565431,3.6779998779296887,-5905.129822482786,2363.9908906568016,-102.635399182171,-0.008850620454768744
-11.881000328063962,3.660999679565431,4.477999877929689,-5963.57643813929,951.6518677957647,-104.21982279290148,-0.004351291508660128
-11.881000328063962,3.660999679565431,5.277999877929688,-6037.3756730870855,74.74642946919927,-106.11410945824909,-0.0019518342434768237
-11.881000328063962,4.460999679565431,4.477999877929689,-6000.055836987136,21.9471572210729,-105.14996026177474,-0.004449644145528119
-11.881000328063962,4.460999679565431,5.277999877929688,-6073.78332524889,19.691059630079984,-107.03064505173438,-0.002091658629794024
-11.881000328063962,4.460999679565431,6.077999877929688,-6161.85568996947,60.0649553566098,-109.20279827950463,-0.0014704940474894374
-11.881000328063962,5.260999679565431,4.477999877929689,-6049.831911789361,51.50965942084954,-106.41327547472588,-0.0030259661591602624
-11.881000328063962,5.260999679565431,5.277999877929688,-6123.53384077946,587.1248875369745,-108.27428047015935,-0.002138461866397484
-11.881000328063962,6.06099967956543,-1.9220001220703116,-6078.378959752943,2006.4821174911006,-105.12531185903806,-0.014356071109868444
-11.881000328063962,6.06099967956543,4.477999877929689,-6112.896920504744,769.4941417723097,-107.99948097601481,-0.002939238550968566
-11.081000328063961,1.2609996795654308,3.6779998779296887,-5670.618459598903,3422.0863265873422,-96.35546929374007,-0.013044415121220766
-11.081000328063961,1.2609996795654308,4.477999877929689,-5729.5312266378505,1129.047161189879,-98.03417159209664,-0.008884987566562533
-11.081000328063961,2.860999679565431,3.6779998779296887,-5672.585767659113,3230.9847642277105,-96.49059205956489,-0.01589535420311524
-11.081000328063961,2.860999679565431,4.477999877929689,-5731.955983419737,1208.4319289826908,-98.17598171336948,-0.01206269019972811
-11.081000328063961,2.860999679565431,5.277999877929688,-5807.019818739613,91.85792510179441,-100.18469474657977,-0.006346673935450905
-11.081000328063961,3.660999679565431,3.6779998779296887,-5695.2796798751515,224.47564698563343,-97.1143299255473,-0.016573363412760445
-11.081000328063961,3.660999679565431,4.477999877929689,-5754.995285750359,77.38257791710345,-98.79236039478835,-0.012448510666053736
-11.081000328063961,3.660999679565431,5.277999877929688,-5830.172886683143,10.644214107788061,-100.7928038502966,-0.006585366738990923
-11.081000328063961,4.460999679565431,4.477999877929689,-5791.982057439676,18.13378759590459,-99.76783202292918,-0.010959632087454598
-11.081000328063961,4.460999679565431,5.277999877929688,-5867.28815644733,21.784639622341388,-101.75241277845814,-0.007998273182084079
-11.081000328063961,4.460999679565431,6.077999877929688,-5957.218898579037,77.49861981840213,-104.03851393630029,-0.002100455820240646
-11.081000328063961,4.460999679565431,6.877999877929688,-6061.168578062228,79.96825710053523,-106.60614530729825,-0.001414685025945492
-11.081000328063961,5.260999679565431,-1.9220001220703116,-5813.742720660055,342.24752825075603,-97.96538690771366,-0.03788491103458852
-11.081000328063961,5.260999679565431,4.477999877929689,-5842.70377591776,79.03887103025642,-101.0939831775991,-0.010585174792069807
-11.081000328063961,5.260999679565431,5.277999877929688,-5918.080553549481,836.6931137248059,-103.05565945192164,-0.007705610275583644
-11.081000328063961,6.06099967956543,4.477999877929689,-5907.112060232247,1167.5962204535938,-102.75888968274012,-0.00975685062747875
-10.28100032806396,-1.9390003204345694,5.277999877929688,-5775.909280669818,395.89885927273485,-98.84110190450446,-0.004478204684935928
-10.28100032806396,0.46099967956543075,3.6779998779296887,-5492.139858653414,232.93552178237778,-91.39088327789945,-0.021712377557388318
-10.28100032806396,0.46099967956543075,4.477999877929689,-5551.764289437633,277.52051325899197,-93.15662329664755,-0.015532961106610054
-10.28100032806396,1.2609996795654308,3.6779998779296887,-5471.486965239625,169.53727932560025,-90.86973497122696,-0.02638136748644291
-10.28100032806396,2.060999679565431,3.6779998779296887,-5465.385900634583,214.79881502830162,-90.73699360234926,-0.029141959963639948
-10.28100032806396,2.060999679565431,4.477999877929689,-5525.300998594047,47.069759608516236,-92.52756225128515,-0.019454511470738522
-10.28100032806396,2.860999679565431,2.877999877929689,-5429.857121228362,863.4872014417499,-89.56478807008983,-0.045633373991048484
-10.28100032806396,2.860999679565431,3.6779998779296887,-5473.817053229792,85.70634431188523,-90.99772899939545,-0.034753127288029276
-10.28100032806396,2.860999679565431,4.477999877929689,-5534.063878610142,22.70569073738622,-92.78801000587134,-0.020644962153389693
-10.28100032806396,3.660999679565431,3.6779998779296887,-5496.5917592146225,97.57752863012871,-91.65170132653574,-0.034359894701100485
-10.28100032806396,3.660999679565431,4.477999877929689,-5557.306539178278,5.883167869958067,-93.43319623166502,-0.019795716717480896
-10.28100032806396,3.660999679565431,5.277999877929688,-5633.610972903903,2.8718821165627926,-95.55004972791326,-0.013979248660439349
-10.28100032806396,4.460999679565431,4.477999877929689,-5594.791546140811,16.116222314788782,-94.45800664574962,-0.019581850524334334
-10.28100032806396,4.460999679565431,5.277999877929688,-5671.417430032292,8.059300016473198,-96.55628692309999,-0.013735444779737562
-10.28100032806396,4.460999679565431,6.077999877929688,-5762.936807506869,28.776837552019597,-98.96621633857049,-0.008463291565748208
-10.28100032806396,4.460999679565431,6.877999877929688,-5868.821866796956,36.82361124461039,-101.6651276702531,-0.003444070645953275
-10.28100032806396,5.260999679565431,-2.7220001220703116,-5690.489711484503,894.3698139815109,-93.84443313748221,-0.0643339294295011
-10.28100032806396,5.260999679565431,-1.9220001220703116,-5619.412802739934,89.57532564560525,-92.4953843430408,-0.08065992289771602
-10.28100032806396,5.260999679565431,-1.1220001220703115,-5564.10294207654,495.14292622404065,-91.53621018794932,-0.09104279973219544
-10.28100032806396,5.260999679565431,4.477999877929689,-5646.38699232412,54.132540411027165,-95.85264934741065,-0.01847622047629238
-10.28100032806396,5.260999679565431,5.277999877929688,-5723.224843719382,213.40511666729859,-97.92417240177579,-0.011666244413289287
-10.28100032806396,5.260999679565431,6.077999877929688,-5814.8346515501735,1221.204106586836,-100.30515210227927,-0.008085959356822985
-10.28100032806396,6.06099967956543,4.477999877929689,-5712.028515442637,637.6270260605694,-97.60323464558236,-0.015291936595036472
-9.48100032806396,-5.939000320434569,-1.1220001220703115,-6012.022479324764,5.14486674408359,-101.17479210146065,-0.0015905358164829278
-9.48100032806396,-5.939000320434569,-0.3220001220703115,-5972.243732601301,0.2810441595161217,-100.64160580485598,-0.0016254293526631906
-9.48100032806396,-5.939000320434569,0.47799987792968857,-5947.755351354503,-1.3162039380473622,-100.45948240127763,-0.0015896654488723528
-9.48100032806396,-5.139000320434569,-1.1220001220703115,-5873.70189129031,71.07873185544574,-97.90219307388492,-0.0023547283698654537
-9.48100032806396,-5.139000320434569,-0.3220001220703115,-5833.378835744657,19.849762323498737,-97.35555333947111,-0.0024136313711420293
-9.48100032806396,-5.139000320434569,0.47799987792968857,-5808.616990365764,6.03915353649266,-97.17262341810194,-0.0037573290480720366
-9.48100032806396,-5.139000320434569,1.2779998779296886,-5799.565592379189,1.362270669310798,-97.35386209570127,-0.0036686738539457703
-9.48100032806396,-2.7390003204345694,5.277999877929688,-5669.843550603453,733.7600752840344,-95.8568867486596,-0.005411712051059064
-9.48100032806396,-1.9390003204345694,5.277999877929688,-5590.608520809241,49.14251694650408,-93.90739577477108,-0.008500126344563829
-9.48100032806396,-1.1390003204345693,4.477999877929689,-5449.783236837827,576.7159283234454,-90.13509942738509,-0.018629128648692452
-9.48100032806396,-0.3390003204345693,3.6779998779296887,-5339.669263444546,723.9906322444587,-86.97811143084006,-0.033356408765288476
-9.48100032806396,0.46099967956543075,-0.3220001220703115,-5261.386107103135,2411.7228722395953,-82.58241683176577,-0.09096685257520963
-9.48100032806396,0.46099967956543075,3.6779998779296887,-5304.61476189154,58.71357379130101,-86.01617380511314,-0.04522111806486515
-9.48100032806396,1.2609996795654308,0.47799987792968857,-5213.508709021666,1447.5594630906162,-81.80251904969518,-0.11649574600828567
-9.48100032806396,1.2609996795654308,2.877999877929689,-5240.4550772340945,249.50882247162315,-83.92996019648714,-0.06835767747723397
-9.48100032806396,1.2609996795654308,3.6779998779296887,-5284.141985431457,16.40642006473849,-85.45421688785396,-0.05229994633498138
-9.48100032806396,2.060999679565431,0.47799987792968857,-5206.187383157661,664.9354121148809,-81.6242935790346,-0.14049847613758276
-9.48100032806396,2.060999679565431,1.2779998779296886,-5198.084314568749,856.5450424245953,-81.91280822186928,-0.1248863681197582
-9.48100032806396,2.060999679565431,2.0779998779296887,-5207.4722223192375,726.341706970835,-82.63392211708853,-0.10334610201932157
-9.48100032806396,2.060999679565431,2.877999877929689,-5234.32943743055,143.03734147402693,-83.77107818582547,-0.07756317555931755
-9.48100032806396,2.060999679565431,3.6779998779296887,-5278.233335381774,11.772007374365575,-85.30429220130057,-0.05817330185628144
-9.48100032806396,2.860999679565431,0.47799987792968857,-5212.883771388082,235.10633288693614,-81.89288752122346,-0.1630241522936944
-9.48100032806396,2.860999679565431,1.2779998779296886,-5205.277410009443,707.5683389836246,-82.1820204614849,-0.14271705534673096
-9.48100032806396,2.860999679565431,2.0779998779296887,-5215.153375918851,663.8890361411114,-82.90310741652672,-0.11574820760052507
-9.48100032806396,2.860999679565431,2.877999877929689,-5242.4764385294375,142.92134467826494,-84.03992044238949,-0.08860279093643952
-9.48100032806396,2.860999679565431,3.6779998779296887,-5286.8148835726615,12.917163232799153,-85.57272932085576,-0.062070010093964664
